// 中医药典
阿胶	e'jiao
爱美	ai'mei
爱面子	ai'mian'zi
爱民	ai'min
爱莫能助	ai'mo'neng'zhu
爱母	ai'mu
爱慕	ai'mu
爱拿	ai'na
爱闹	ai'nao
爱你	ai'ni
爱鸟	ai'niao
爱鸟周	ai'niao'zhou
爱您	ai'nin
爱牛	ai'niu
爱扭	ai'niu
爱农	ai'nong
爱女	ai'nv
爱趴	ai'pa
爱爬	ai'pa
爱拍	ai'pai
爱牌	ai'pai
爱跑	ai'pao
爱拼	ai'pin
爱妻	ai'qi
爱其所爱	ai'qi'suo'ai
爱骑	ai'qi
爱起	ai'qi
爱起	ai'qi
爱钱	ai'qian
爱钱如命	ai'qian'eru'ming
爱枪	ai'qiang
爱抢	ai'qiang
爱桥	ai'qiao
爱琴	ai'qin
爱琴海	ai'qin'hai
爱情	ai'qing
爱球	ai'qiu
爱去	ai'qu
爱犬	ai'quan
爱人	ai'eren
爱人民	ai'eren'min
爱人以德	ai'eren'yi'de
爱沙尼亚	ai'sha'ni'ya
爱山	ai'shan
爱上	ai'shang
爱蛇	ai'she
爱神	ai'shen
爱生	ai'sheng
爱诗	ai'shi
爱食	ai'shi
爱书	ai'shu
爱树	ai'shu
爱摔	ai'shuai
爱谁	ai'shei
爱水	ai'shui
爱说	ai'shuo
爱斯基摩人	ai'si'ji'mo'eren
爱酸	ai'suan
爱孙	ai'sun
爱他	ai'ta
爱它	ai'ta
爱她	ai'ta
爱谈	ai'tan
爱踢	ai'ti
爱提	ai'ti
爱挑	ai'tiao
爱跳	ai'tiao
爱听	ai'ting
爱徒	ai'tu
爱玩	ai'wan
爱卫会	ai'wei'hui
爱问	ai'wen
爱窝窝	ai'wo'wo
爱我	ai'wo
爱屋及乌	ai'wu'ji'wu
爱武	ai'wu
爱舞	ai'wu
爱物	ai'wu
爱物	ai'wu
爱惜	ai'xi
爱惜羽毛	ai'xi'yu'mao
爱戏	ai'xi
爱贤	ai'xian
爱县	ai'xian
爱乡	ai'xiang
爱校	ai'xiao
爱笑	ai'xiao
爱写	ai'xie
爱新觉罗氏	ai'xin'jue'luo'shi
爱心	ai'xin
爱学	ai'xue
爱雪	ai'xue
爱牙	ai'ya
爱牙日	ai'ya'eri
爱眼	ai'yan
爱演	ai'yan
爱意	ai'yi
爱因斯坦	ai'yin'si'tan
爱吟	ai'yin
爱婴	ai'ying
爱咏	ai'yong
爱用	ai'yong
爱友	ai'you
爱幼	ai'you
爱鱼	ai'yu
爱欲	ai'yu
爱院	ai'yuan
爱悦	ai'yue
爱憎	ai'zeng
爱憎分明	ai'zeng'fen'ming
爱站	ai'zhan
爱找	ai'zhao
爱照	ai'zhao
爱争	ai'zheng
爱之	ai'zhi
爱装	ai'zhuang
爱啄	ai'zhuo
爱子	ai'zi
爱走	ai'zou
爱钻	ai'zuan
爱做	ai'zuo
爱坐	ai'zuo
爱妃	ai'fei
爱妾	ai'qie
爱昵	ai'ni
爱筝	ai'zheng
隘谷	ai'gu
隘口	ai'kou
隘巷	ai'xiang
鞍钢	an'gang
鞍钢宪法	an'gang'xian'fa
鞍管	an'guan
鞍架	an'jia
鞍马	an'ma
鞍前	an'qian
鞍山	an'shan
鞍屉	an'ti
鞍子	an'zi
鞍座	an'zuo
鞍鞒	an'qiao
氨茶碱	an'cha'jian
氨厂	an'chang
氨氮	an'dan
氨肥	an'fei
氨化	an'hua
氨化作用	an'hua'zuo'yong
氨基	an'ji
氨基酸	an'ji'suan
氨库	an'ku
氨类	an'lei
氨纶	an'lun
氨气	an'qi
氨水	an'shui
氨味	an'wei
氨液	an'ye
安安定定	an'an'ding'ding
安安分分	an'an'fen'fen
安安静静	an'an'jing'jing
安安宁宁	an'an'ning'ning
安安全全	an'an'quan'quan
安安生生	an'an'sheng'sheng
安安稳稳	an'an'wen'wen
安安心心	an'an'xin'xin
安邦定国	an'bang'ding'guo
安边	an'bian
安表	an'biao
安波沙洲	an'bo'sha'zhou
安不忘危	an'bu'wang'wei
安步	an'bu
安步当车	an'bu'dang'che
安插	an'cha
安常处顺	an'chang'chu'shun
安厂	an'chang
安成	an'cheng
安床	an'chuang
安次	an'ci
安达	an'da
安大略	an'da'lue
安到	an'dao
安道尔	an'dao'er
安灯	an'deng
安迪尔兰干	an'di'er'lan'gan
安抵	an'di
安第斯山	an'di'si'shan
安第斯山脉	an'di'si'shan'mai
安电	an'dian
安定	an'ding
安定团结	an'ding'tuan'jie
安定下来	an'ding'xia'lai
安东	an'dong
安度	an'du
安渡滩	an'du'tan
安顿	an'dun
安多	an'duo
安法	an'fa
安放	an'fang
安非他命	an'fei'ta'ming
安分	an'fen
安分守己	an'fen'shou'ji
安福	an'fu
安抚	an'fu
安抚安抚	an'fu'an'fu
安富恤贫	an'fu'xu'pin
安富尊荣	an'fu'zun'erong
安哥拉	an'ge'la
安归	an'gui
安国	an'guo
安好	an'hao
安和乐利	an'he'le'li
安化	an'hua
安徽	an'hui
安慧桥	an'hui'qiao
安魂	an'hun
安魂曲	an'hun'qu
安吉	an'ji
安集海	an'ji'hai
安家	an'jia
安家费	an'jia'fei
安家乐业	an'jia'le'ye
安家立业	an'jia'li'ye
安家落户	an'jia'luo'hu
安检	an'jian
安检员	an'jian'yuan
安进	an'jin
安静	an'jing
安静下来	an'jing'xia'lai
安靖	an'jing
安居	an'ju
安居乐业	an'ju'le'ye
安卡拉	an'ka'la
安康	an'kang
安老院	an'lao'yuan
安乐	an'le
安乐国	an'le'guo
安乐死	an'le'si
安乐窝	an'le'wo
安乐椅	an'le'yi
安理会	an'li'hui
安良	an'liang
安灵	an'ling
安灵曲	an'ling'qu
安龙	an'long
安陆	an'lu
安曼	an'man
安眉带眼	an'mei'dai'yan
安门	an'men
安盟	an'meng
安眠	an'mian
安眠片	an'mian'pian
安眠药	an'mian'yao
安民	an'min
安民告示	an'min'gao'shi
安命	an'ming
安南	an'nan
安宁	an'ning
安排	an'pai
安排安排	an'pai'an'pai
安培	an'pei
安培计	an'pei'ji
安贫	an'pin
安贫乐道	an'pin'le'dao
安平	an'ping
安寝	an'qin
安庆	an'qing
安丘	an'qiu
安全	an'quan
安全带	an'quan'dai
安全岛	an'quan'dao
安全灯	an'quan'deng
安全阀	an'quan'fa
安全法	an'quan'fa
安全感	an'quan'gan
安全柜	an'quan'gui
安全环	an'quan'huan
安全火柴	an'quan'huo'chai
安全壳	an'quan'ke
安全理事会	an'quan'li'shi'hui
安全帽	an'quan'mao
安全门	an'quan'men
安全期	an'quan'qi
安全生产	an'quan'sheng'chan
安全绳	an'quan'sheng
安全梯	an'quan'ti
安全网	an'quan'wang
安全系数	an'quan'xi'shu
安全线	an'quan'xian
安全性	an'quan'xing
安全员	an'quan'yuan
安然	an'eran
安然无事	an'eran'wu'shi
安然无恙	an'eran'wu'yang
安仁	an'eren
安如磐石	an'eru'pan'shi
安如泰山	an'eru'tai'shan
安若磐石	an'eruo'pan'shi
安若泰山	an'eruo'tai'shan
安塞	an'sai
安莎社	an'sha'she
安山岩	an'shan'yan
安上	an'shang
安设	an'she
安身	an'shen
安身立命	an'shen'li'ming
安身为乐	an'shen'wei'le
安神	an'shen
安生	an'sheng
安石榴	an'shi'liu
安史之乱	an'shi'zhi'luan
安适	an'shi
安室立处	an'shi'li'chu
安守	an'shou
安舒	an'shu
安睡	an'shui
安顺	an'shun
安顺场	an'shun'chang
安塔拉社	an'ta'la'she
安胎	an'tai
安泰	an'tai
安塘岛	an'tang'dao
安特卫普	an'te'wei'pu
安恬	an'tian
安帖	an'tie
安亭	an'ting
安图	an'tu
安徒生	an'tu'sheng
安土乐业	an'tu'le'ye
安土重迁	an'tu'zhong'qian
安妥	an'tuo
安危	an'wei
安慰	an'wei
安慰安慰	an'wei'an'wei
安慰剂	an'wei'ji
安稳	an'wen
安卧	an'wo
安西	an'xi
安息	an'xi
安息日	an'xi'eri
安息香	an'xi'xiang
安溪	an'xi
安闲	an'xian
安县	an'xian
安乡	an'xiang
安详	an'xiang
安享	an'xiang
安歇	an'xie
安新	an'xin
安心	an'xin
安心落意	an'xin'lao'yi
安心丸	an'xin'wan
安阳	an'yang
安逸	an'yi
安义	an'yi
安营	an'ying
安营扎寨	an'ying'zha'zhai
安有	an'you
安于	an'yu
安于现状	an'yu'xian'zhuang
安源	an'yuan
安远	an'yuan
安岳	an'yue
安在	an'zai
安葬	an'zang
安灶	an'zao
安则虑危	an'ze'lv'wei
安泽	an'ze
安枕	an'zhen
安之若素	an'zhi'eruo'su
安置	an'zhi
安置安置	an'zhi'an'zhi
安装	an'zhuang
安装安装	an'zhuang'an'zhuang
安子介	an'zi'jie
安坐	an'zuo
安谧	an'mi
安琪儿	an'qi'er
安瓿	an'bu
俺爸	an'ba
俺厂	an'chang
俺床	an'chuang
俺村	an'cun
俺爹	an'die
俺哥	an'ge
俺孩	an'hai
俺家	an'jia
俺俩	an'lia
俺连	an'lian
俺妈	an'ma
俺们	an'men
俺妮	an'ni
俺娘	an'niang
俺手	an'shou
俺县	an'xian
俺乡	an'xiang
俺院	an'yuan
俺庄	an'zhuang
俺妞	an'niu
按按	an'an
按按脉	an'an'mai
按班	an'ban
按扁	an'bian
按表	an'biao
按兵不动	an'bing'bu'dong
按兵无动	an'bing'wu'dong
按部就班	an'bu'jiu'ban
按才	an'cai
按察使	an'cha'shi
按程	an'cheng
按出	an'chu
按触	an'chu
按词	an'ci
按此	an'ci
按次	an'ci
按错	an'cuo
按档	an'dang
按倒	an'dao
按点	an'dian
按动	an'dong
按吨	an'dun
按法	an'fa
按方	an'fang
按分	an'fen
按份	an'fen
按纲	an'gang
按岗	an'gang
按稿	an'gao
按股	an'gu
按号	an'hao
按户	an'hu
按级	an'ji
按季	an'ji
按甲寝兵	an'jia'qin'bing
按价	an'jia
按键	an'jian
按件	an'jian
按揭	an'jie
按卡	an'qia
按客	an'ke
按坑	an'keng
按口	an'kou
按扣	an'kou
按劳分配	an'lao'fen'pei
按劳取酬	an'lao'qu'chou
按类	an'lei
按理	an'li
按理说	an'li'shuo
按例	an'li
按连	an'lian
按量	an'liang
按亮	an'liang
按铃	an'ling
按令	an'ling
按律	an'lv
按脉	an'mai
按名称调用	an'ming'cheng'diao'yong
按摩	an'mo
按摩按摩	an'mo'an'mo
按摩床	an'mo'chuang
按摩师	an'mo'shi
按摩椅	an'mo'yi
按亩	an'mu
按耐	an'nai
按年	an'nian
按钮	an'niu
按纽	an'niu
按批	an'pi
按篇	an'pian
按票	an'piao
按期	an'qi
按强助弱	an'qiang'zhu'eruo
按区	an'qu
按权	an'quan
按人	an'eren
按日	an'eri
按揉	an'erou
按入	an'eru
按时	an'shi
按书	an'shu
按数	an'shu
按说	an'shuo
按它	an'ta
按趟	an'tang
按天	an'tian
按头	an'tou
按图	an'tu
按图索骥	an'tu'suo'ji
按位表示	an'wei'biao'shi
按位取码	an'wei'qu'ma
按位系统	an'wei'xi'tong
按位置调用	an'wei'zhi'diao'yong
按蚊	an'wen
按膝	an'xi
按下	an'xia
按下葫芦浮起瓢	an'xia'hu'lu'fu'qi'piao
按县	an'xian
按线	an'xian
按乡	an'xiang
按响	an'xiang
按项	an'xiang
按胸	an'xiong
按需	an'xu
按需分配	an'xu'fen'pei
按序	an'xu
按旬	an'xun
按压	an'ya
按样	an'yang
按抑	an'yi
按于	an'yu
按语	an'yu
按约	an'yue
按月	an'yue
按在	an'zai
按责	an'ze
按章	an'zhang
按帐	an'zhang
按照	an'zhao
按值	an'zhi
按值调用	an'zhi'diao'yong
按质	an'zhi
按钟	an'zhong
按洲	an'zhou
按住	an'zhu
按桌	an'zhuo
按资	an'zi
按字	an'zi
按组	an'zu
按捺	an'na
按揿	an'qin
暗暗	an'an
暗暗淡淡	an'an'dan'dan
暗暗的	an'an'de
暗暗地	an'an'de
暗斑	an'ban
暗保	an'bao
暗堡	an'bao
暗变	an'bian
暗拨	an'bo
暗补	an'bu
暗舱	an'cang
暗藏	an'cang
暗槽	an'cao
暗查	an'cha
暗察	an'cha
暗炒	an'chao
暗沉沉	an'chen'chen
暗称	an'cheng
暗处	an'chu
暗疮	an'chuang
暗淡	an'dan
暗淡无光	an'dan'wu'guang
暗刀	an'dao
暗到	an'dao
暗道	an'dao
暗盗	an'dao
暗地	an'di
暗地里	an'di'li
暗点	an'dian
暗调	an'diao
暗顶	an'ding
暗洞	an'dong
暗斗	an'dou
暗度陈仓	an'du'chen'cang
暗房	an'fang
暗访	an'fang
暗缝	an'feng
暗伏	an'fu
暗格	an'ge
暗沟	an'gou
暗股	an'gu
暗挂	an'gua
暗怪	an'guai
暗管	an'guan
暗灌	an'guan
暗光	an'guang
暗柜	an'gui
暗害	an'hai
暗含	an'han
暗号	an'hao
暗合	an'he
暗盒	an'he
暗河	an'he
暗黑	an'hei
暗红	an'hong
暗呼	an'hu
暗花	an'hua
暗话	an'hua
暗黄	an'huang
暗灰	an'hui
暗火	an'huo
暗疾	an'ji
暗计	an'ji
暗记	an'ji
暗价	an'jia
暗检	an'jian
暗箭	an'jian
暗箭难防	an'jian'nan'fang
暗箭伤人	an'jian'shang'eren
暗降	an'jiang
暗礁	an'jiao
暗角	an'jiao
暗井	an'jing
暗开	an'kai
暗扣	an'kou
暗亏	an'kui
暗蓝	an'lan
暗里	an'li
暗恋	an'lian
暗流	an'liu
暗绿	an'lv
暗码	an'ma
暗骂	an'ma
暗门	an'men
暗门子	an'men'zi
暗墓	an'mu
暗排	an'pai
暗派	an'pai
暗盘	an'pan
暗配	an'pei
暗器	an'qi
暗气暗恼	an'qi'an'nao
暗泣	an'qi
暗枪	an'qiang
暗墙	an'qiang
暗抢	an'qiang
暗切	an'qie
暗渠	an'qu
暗取	an'qu
暗弱	an'eruo
暗色	an'se
暗杀	an'sha
暗沙	an'sha
暗伤	an'shang
暗哨	an'shao
暗射地图	an'she'di'tu
暗设	an'she
暗示	an'shi
暗市	an'shi
暗室	an'shi
暗视	an'shi
暗收	an'shou
暗手	an'shou
暗税	an'shui
暗送	an'song
暗送秋波	an'song'qiu'bo
暗算	an'suan
暗锁	an'suo
暗探	an'tan
暗淌	an'tang
暗贴	an'tie
暗偷	an'tou
暗投	an'tou
暗挖	an'wa
暗无天日	an'wu'tian'eri
暗喜	an'xi
暗匣	an'xia
暗下	an'xia
暗线	an'xian
暗香	an'xiang
暗箱	an'xiang
暗想	an'xiang
暗笑	an'xiao
暗星	an'xing
暗哑	an'ya
暗焰	an'yan
暗夜	an'ye
暗影	an'ying
暗佣	an'yong
暗语	an'yu
暗喻	an'yu
暗寓	an'yu
暗占	an'zhan
暗中	an'zhong
暗中摸索	an'zhong'mo'suo
暗紫	an'zi
暗自	an'zi
暗忖	an'cun
暗娼	an'chang
岸壁	an'bi
岸边	an'bian
岸标	an'biao
岸长	an'chang
岸堤	an'di
岸陡	an'dou
岸段	an'duan
岸防	an'fang
岸高	an'gao
岸基	an'ji
岸舰	an'jian
岸宽	an'kuan
岸柳	an'liu
岸内	an'nei
岸畔	an'pan
岸炮	an'pao
岸坡	an'po
岸桥	an'qiao
岸然	an'eran
岸然道貌	an'eran'dao'mao
岸上	an'shang
岸石	an'shi
岸滩	an'tan
岸头	an'tou
岸线	an'xian
岸站	an'zhan
胺厂	an'chang
胺肥	an'fei
胺化	an'hua
胺盐	an'yan
案板	an'ban
案毕	an'bi
案边	an'bian
案秤	an'cheng
案次	an'ci
案底	an'di
案发	an'fa
案犯	an'fan
案几	an'ji
案件	an'jian
案净	an'jing
案卷	an'juan
案例	an'li
案前	an'qian
案情	an'qing
案台	an'tai
案头	an'tou
案外	an'wai
案文	an'wen
案由	an'you
案语	an'yu
案源	an'yuan
案证	an'zheng
案值	an'zhi
案中	an'zhong
案桌	an'zhuo
案子	an'zi
案宗	an'zong
案牍	an'du
案牍劳形	an'du'lao'xing
肮肮脏脏	ang'ang'zang'zang
肮脏	ang'zang
昂昂溪	ang'ang'xi
昂奋	ang'fen
昂贵	ang'gui
昂拉仁错	ang'la'eren'cuo
昂立	ang'li
昂起	ang'qi
昂然	ang'eran
昂仁	ang'eren
昂首	ang'shou
昂首阔步	ang'shou'kuo'bu
昂首天外	ang'shou'tian'wai
昂首望天	ang'shou'wang'tian
昂头	ang'tou
昂扬	ang'yang
昂则错	ang'ze'cuo
盎然	ang'eran
盎司	ang'si
盎盂相敲	ang'yu'xiang'qiao
凹板	ao'ban
凹版	ao'ban
凹背	ao'bei
凹部	ao'bu
凹槽	ao'cao
凹处	ao'chu
凹底	ao'di
凹地	ao'di
凹雕	ao'diao
凹痕	ao'hen
凹进	ao'jin
凹镜	ao'jing
凹刻	ao'ke
凹坑	ao'keng
凹里	ao'li
凹面	ao'mian
凹面镜	ao'mian'jing
凹模	ao'mu
凹嵌	ao'qian
凹入	ao'eru
凹透镜	ao'tou'jing
凹凸	ao'tu
凹凸不平	ao'tu'bu'ping
凹凸画	ao'tu'hua
凹窝	ao'wo
凹陷	ao'xian
凹型	ao'xing
凹形	ao'xing
凹眼	ao'yan
凹印	ao'yin
凹字	ao'zi
敖包	ao'bao
敖德萨	ao'de'sa
敖汉旗	ao'han'qi
熬熬汤	ao'ao'tang
熬熬夜	ao'ao'ye
熬白	ao'bai
熬病	ao'bing
熬菜	ao'cai
熬茶	ao'cha
熬成	ao'cheng
熬出	ao'chu
熬到	ao'dao
熬得	ao'de
熬度	ao'du
熬干	ao'gan
熬过	ao'guo
熬好	ao'hao
熬红	ao'hong
熬煎	ao'jian
熬姜	ao'jiang
熬胶	ao'jiao
熬尽	ao'jin
熬开	ao'kai
熬炼	ao'lian
熬上	ao'shang
熬神	ao'shen
熬审	ao'shen
熬水	ao'shui
熬汤	ao'tang
熬糖	ao'tang
熬透	ao'tou
熬完	ao'wan
熬刑	ao'xing
熬盐	ao'yan
熬药	ao'yao
熬夜	ao'ye
熬油	ao'you
熬汁	ao'zhi
熬制	ao'zhi
熬粥	ao'zhou
熬煮	ao'zhu
熬足	ao'zu
熬炖	ao'dun
翱翔	ao'xiang
袄儿	ao'er
袄裤	ao'ku
袄裙	ao'qun
傲岸	ao'an
傲胆	ao'dan
傲骨	ao'gu
傲寒	ao'han
傲居	ao'ju
傲踞	ao'ju
傲立	ao'li
傲慢	ao'man
傲气	ao'qi
傲然	ao'eran
傲然矗立	ao'eran'chu'li
傲然屹立	ao'eran'yi'li
傲人	ao'eren
傲世	ao'shi
傲世轻物	ao'shi'qing'wu
傲视	ao'shi
傲物	ao'wu
傲睨	ao'ni
奥迪	ao'di
奥地利	ao'di'li
奥克兰	ao'ke'lan
奥林匹克	ao'lin'pi'ke
奥林匹克村	ao'lin'pi'ke'cun
奥林匹克赛	ao'lin'pi'ke'sai
奥林匹克史	ao'lin'pi'ke'shi
奥林匹克委员会	ao'lin'pi'ke'wei'yuan'hui
奥林匹克运动会	ao'lin'pi'ke'yun'dong'hui
奥秘	ao'mi
奥妙	ao'miao
奥申委	ao'shen'wei
奥氏体	ao'shi'ti
奥斯卡金像奖	ao'si'ka'jin'xiang'jiang
奥斯陆	ao'si'lu
奥斯汀	ao'si'ting
奥陶纪	ao'tao'ji
奥委会	ao'wei'hui
奥校	ao'xiao
奥协	ao'xie
奥匈	ao'xiong
奥依托格拉克	ao'yi'tuo'ge'la'ke
奥运	ao'yun
奥运会	ao'yun'hui
懊恨	ao'hen
懊悔	ao'hui
懊恼	ao'nao
懊丧	ao'sang
懊糟	ao'zao
澳币	ao'bi
澳大利亚	ao'da'li'ya
澳国	ao'guo
澳华	ao'hua
澳籍	ao'ji
澳抗	ao'kang
澳门	ao'men
澳人	ao'eren
澳式	ao'shi
澳星	ao'xing
澳元	ao'yuan
澳圆	ao'yuan
澳洲	ao'zhou
芭蕉	ba'jiao
芭蕾	ba'lei
芭蕾舞	ba'lei'wu
芭蕾舞团	ba'lei'wu'tuan
芭茅	ba'mao
扒扒开	ba'ba'kai
扒草	ba'cao
扒草	pa'cao
扒车	ba'che
扒乘	ba'cheng
扒出	ba'chu
扒带	pa'dai
扒倒	ba'dao
扒到	ba'dao
扒到	pa'dao
扒掉	ba'diao
扒钉	ba'ding
扒堆	pa'dui
扒饭	ba'fan
扒房	ba'fang
扒房卖梁	ba'fang'mai'liang
扒糕	pa'gao
扒光	ba'guang
扒灰	pa'hui
扒鸡	pa'ji
扒开	ba'kai
扒拉	ba'la
扒拉扒拉	ba'la'ba'la
扒来	pa'lai
扒来	ba'lai
扒犁	pa'li
扒搂	ba'lou
扒炉	pa'lu
扒庙	ba'miao
扒泥	ba'ni
扒皮	ba'pi
扒钱	pa'qian
扒墙	ba'qiang
扒窃	pa'qie
扒去	ba'qu
扒沙	pa'sha
扒上	ba'shang
扒手	pa'shou
扒完	ba'wan
扒卸	pa'xie
扒寻	ba'xun
扒盐	pa'yan
扒贼	pa'zei
扒住	ba'zhu
扒走	ba'zou
扒走	pa'zou
叭叭	ba'ba
叭叭叭	ba'ba'ba
叭儿狗	ba'ergou
叭咂	ba'za
叭唧	ba'ji
叭唧	ba'ji
叭嗒	ba'da
叭嗒	ba'da
吧凳	ba'deng
吧女	ba'nv
吧台	ba'tai
吧座	ba'zuo
吧哒吧哒	ba'da'ba'da
吧嗒	ba'da
吧嗒	ba'da
吧嗒吧嗒	ba'da'ba'da
笆斗	ba'dou
八佰伴	ba'bai'ban
八拜之交	ba'bai'zhi'jiao
八宝	ba'bao
八宝菜	ba'bao'cai
八宝饭	ba'bao'fan
八宝山	ba'bao'shan
八宝箱	ba'bao'xiang
八宝粥	ba'bao'zhou
八辈子	ba'bei'zi
八表	ba'biao
八成	ba'cheng
八达岭	ba'da'ling
八大处	ba'da'chu
八斗才	ba'dou'cai
八斗之才	ba'dou'zhi'cai
八段	ba'duan
八段锦	ba'duan'jin
八方	ba'fang
八方呼应	ba'fang'hu'ying
八方支援	ba'fang'zhi'yuan
八竿子打不着	ba'gan'zi'da'bu'zhao
八哥	ba'ge
八股	ba'gu
八股文	ba'gu'wen
八桂大地	ba'gui'da'di
八国联军	ba'guo'lian'jun
八荒	ba'huang
八极	ba'ji
八角	ba'jiao
八角枫	ba'jiao'feng
八街九陌	ba'jie'jiu'mo
八进	ba'jin
八进制	ba'jin'zhi
八进制数	ba'jin'zhi'shu
八九不离十	ba'jiu'bu'li'shi
八路	ba'lu
八路军	ba'lu'jun
八面风	ba'mian'feng
八面见光	ba'mian'jian'guang
八面玲珑	ba'mian'ling'long
八面威风	ba'mian'wei'feng
八年抗战	ba'nian'kang'zhan
八盘峡	ba'pan'xia
八旗	ba'qi
八宿	ba'su
八宿县	ba'su'xian
八抬大轿	ba'tai'da'jiao
八位字节	ba'wei'zi'jie
八五计划	ba'wu'ji'hua
八仙	ba'xian
八仙过海	ba'xian'guo'hai
八仙桌	ba'xian'zhuo
八项注意	ba'xiang'zhu'yi
八行纸	ba'hang'zhi
八一建军节	ba'yi'jian'jun'jie
八音	ba'yin
八音匣子	ba'yin'xia'zi
八音子	ba'yin'zi
八月	ba'yue
八月份	ba'yue'fen
八月节	ba'yue'jie
八珍	ba'zhen
八字	ba'zi
八字步	ba'zi'bu
八字打开	ba'zi'da'kai
八字胡	ba'zi'hu
八字脚	ba'zi'jiao
八字没一撇	ba'zi'mei'yi'pie
八字眉	ba'zi'mei
八字形	ba'zi'xing
八卦	ba'gua
八卦炉	ba'gua'lu
八卦掌	ba'gua'zhang
八卦阵	ba'gua'zhen
疤斑	ba'ban
疤痕	ba'hen
疤迹	ba'ji
疤节	ba'jie
疤皮	ba'pi
疤瘌	ba'la
巴巴多斯	ba'ba'duo'si
巴比伦	ba'bi'lun
巴比妥	ba'bi'tuo
巴不得	ba'bu'de
巴布亚	ba'bu'ya
巴城	ba'cheng
巴楚	ba'chu
巴丹吉林	ba'dan'ji'lin
巴丹吉林沙漠	ba'dan'ji'lin'sha'mo
巴旦杏	ba'dan'xing
巴淡岛	ba'dan'dao
巴东	ba'dong
巴斗	ba'dou
巴豆	ba'dou
巴顿	ba'dun
巴尔的摩	ba'er'di'mo
巴尔干	ba'er'gan
巴尔干半岛	ba'er'gan'ban'dao
巴尔干山	ba'er'gan'shan
巴尔干山脉	ba'er'gan'shan'mai
巴尔喀什湖	ba'er'ka'shi'hu
巴尔扎克	ba'er'zha'ke
巴伐利亚	ba'fa'li'ya
巴噶	ba'ga
巴格达	ba'ge'da
巴根草	ba'gen'cao
巴汉淖	ba'han'nao
巴赫	ba'he
巴基斯坦	ba'ji'si'tan
巴结	ba'jie
巴结巴结	ba'jie'ba'jie
巴解	ba'jie
巴解组织	ba'jie'zu'zhi
巴金	ba'jin
巴库	ba'ku
巴拉圭	ba'la'gui
巴勒斯坦	ba'le'si'tan
巴厘	ba'li
巴黎	ba'li
巴黎公社	ba'li'gong'she
巴黎盆地	ba'li'pen'di
巴里坤	ba'li'kun
巴里坤湖	ba'li'kun'hu
巴林	ba'lin
巴林右旗	ba'lin'you'qi
巴林左旗	ba'lin'zuo'qi
巴伦支海	ba'lun'zhi'hai
巴仑台	ba'lun'tai
巴马	ba'ma
巴木错	ba'mu'cuo
巴拿马	ba'na'ma
巴拿马城	ba'na'ma'cheng
巴拿马运河	ba'na'ma'yun'he
巴南区	ba'nan'qu
巴乔	ba'qiao
巴青	ba'qing
巴人	ba'eren
巴塞罗那	ba'sai'luo'na
巴三览四	ba'san'lan'si
巴山	ba'shan
巴什库尔干	ba'shi'ku'er'gan
巴士	ba'shi
巴蜀	ba'shu
巴松	ba'song
巴塘	ba'tang
巴统	ba'tong
巴头探脑	ba'tou'tan'nao
巴图鲁	ba'tu'lu
巴望	ba'wang
巴西	ba'xi
巴西高原	ba'xi'gao'yuan
巴西利亚	ba'xi'li'ya
巴县	ba'xian
巴颜	ba'yan
巴颜高勒	ba'yan'gao'le
巴颜喀拉山	ba'yan'ka'la'shan
巴颜喀拉山脉	ba'yan'ka'la'shan'mai
巴颜乌拉	ba'yan'wu'la
巴彦	ba'yan
巴彦淖尔盟	ba'yan'nao'er'meng
巴彦塔拉	ba'yan'ta'la
巴彦乌苏	ba'yan'wu'su
巴以冲突	ba'yi'chong'tu
巴音郭楞	ba'yin'guo'leng
巴音库鲁提	ba'yin'ku'lu'ti
巴音毛道	ba'yin'mao'dao
巴鱼	ba'yu
巴眨	ba'zha
巴掌	ba'zhang
巴中	ba'zhong
巴州	ba'zhou
巴戟	ba'ji
巴戟天	ba'ji'tian
拔拔高	ba'ba'gao
拔本塞原	ba'ben'se'yuan
拔不出腿	ba'bu'chu'tui
拔草	ba'cao
拔出	ba'chu
拔除	ba'chu
拔刺	ba'ci
拔葱	ba'cong
拔刀	ba'dao
拔刀相助	ba'dao'xiang'zhu
拔地	ba'di
拔地而起	ba'di'er'qi
拔掉	ba'diao
拔顶	ba'ding
拔毒	ba'du
拔断	ba'duan
拔份	ba'fen
拔高	ba'gao
拔根	ba'gen
拔罐	ba'guan
拔罐子	ba'guan'zi
拔光	ba'guang
拔锅	ba'guo
拔海	ba'hai
拔河	ba'he
拔后	ba'hou
拔火罐	ba'huo'guan
拔尖	ba'jian
拔尖产品	ba'jian'chan'pin
拔尖儿	ba'jian'er
拔剑	ba'jian
拔脚	ba'jiao
拔节	ba'jie
拔净	ba'jing
拔葵去织	ba'kui'qu'zhi
拔来	ba'lai
拔来报往	ba'lai'bao'wang
拔萝卜	ba'luo'bo
拔茅连茹	ba'mao'lian'eru
拔锚	ba'mao
拔毛	ba'mao
拔棉	ba'mian
拔苗助长	ba'miao'zhu'zhang
拔旗易帜	ba'qi'yi'zhi
拔起	ba'qi
拔起来	ba'qi'lai
拔枪	ba'qiang
拔去	ba'qu
拔拳	ba'quan
拔山	ba'shan
拔山扛鼎	ba'shan'gang'ding
拔身	ba'shen
拔十得五	ba'shi'de'wu
拔树	ba'shu
拔树寻根	ba'shu'xun'gen
拔丝	ba'si
